sorghum3	maize1	maize2
Sobic.002G189700	Zm00001d020345	
Sobic.002G189750		
Sobic.002G189800	Zm00001d020346	
Sobic.002G189900	Zm00001d020348	
Sobic.002G190000		
Sobic.002G190100		Zm00001d005693
Sobic.002G190200		
Sobic.002G190300		
Sobic.002G190400		
Sobic.002G190500	Zm00001d020351	
Sobic.002G190600		
Sobic.002G190700	Zm00001d020353	
Sobic.002G190750		
Sobic.002G190800		Zm00001d005694
Sobic.002G190900	Zm00001d020354	Zm00001d005695
Sobic.002G191000	Zm00001d020355	Zm00001d005696
Sobic.002G191100	Zm00001d020357	
Sobic.002G191200		
Sobic.002G191300		
Sobic.002G191400		
Sobic.002G191450		
Sobic.002G191500		
Sobic.002G191600		
Sobic.002G191800		
Sobic.002G191900		
Sobic.002G192000		Zm00001d005698
Sobic.002G192101	Zm00001d020358	Zm00001d005699
Sobic.002G192200	Zm00001d020359	
Sobic.002G192500	Zm00001d020361	Zm00001d005705
Sobic.002G192600		
Sobic.002G192700	Zm00001d020362	
Sobic.002G192800		
Sobic.002G192900	Zm00001d020363	Zm00001d005707
Sobic.002G193000	Zm00001d020364	
Sobic.002G193100	Zm00001d020365	
Sobic.002G193200		
Sobic.002G193300	Zm00001d020367	
Sobic.002G193400		Zm00001d005708
Sobic.002G193500		Zm00001d005711
Sobic.002G193600	Zm00001d020371	
Sobic.002G193800	Zm00001d020374	
Sobic.002G193900	Zm00001d020378	
Sobic.002G194000	Zm00001d020380	
Sobic.002G194100	Zm00001d020381	Zm00001d005713
Sobic.002G194201		
Sobic.002G194300		Zm00001d005714
Sobic.002G194400	Zm00001d020384	
Sobic.002G194500	Zm00001d020392	
Sobic.002G194600	Zm00001d020395	Zm00001d005715
Sobic.002G194650		
Sobic.002G194700	Zm00001d020396	
Sobic.002G194800	Zm00001d020399	
Sobic.002G194900		Zm00001d005716
Sobic.002G195000		Zm00001d005719
Sobic.002G195033		
Sobic.002G195066		
Sobic.002G195100		
Sobic.002G195200		
Sobic.002G195300		
Sobic.002G195400	Zm00001d020400	
Sobic.002G195500	Zm00001d020401	
Sobic.002G195600	Zm00001d020400	
Sobic.002G195700	Zm00001d020400	
Sobic.002G195800	Zm00001d020403	
Sobic.002G195900		
Sobic.002G196000	Zm00001d020405	
Sobic.002G196100	Zm00001d020408	
Sobic.002G196200	Zm00001d020409	Zm00001d005726
Sobic.002G196350	Zm00001d020411	Zm00001d005727
Sobic.002G196500	Zm00001d020412	
Sobic.002G196600	Zm00001d020414	
Sobic.002G196700		
Sobic.002G196800	Zm00001d020416	
Sobic.002G196900	Zm00001d020417	
Sobic.002G197000	Zm00001d020418	Zm00001d005729
Sobic.002G197100	Zm00001d020419	Zm00001d005732
Sobic.002G197200	Zm00001d020420	
Sobic.002G197300	Zm00001d020424	
Sobic.002G197400	Zm00001d020425	Zm00001d005733
Sobic.002G197500	Zm00001d020426	
Sobic.002G197600	Zm00001d020429	Zm00001d005735
Sobic.002G197650		
Sobic.002G197700	Zm00001d020430	
Sobic.002G197800	Zm00001d020430	
Sobic.002G197900		
Sobic.002G198000		
Sobic.002G198100		
Sobic.002G198200	Zm00001d020432	
Sobic.002G198300	Zm00001d020431	
Sobic.002G198400	Zm00001d020433	Zm00001d005737
Sobic.002G198500		Zm00001d005740
Sobic.002G198600	Zm00001d020434	Zm00001d005741
Sobic.002G198700		Zm00001d005742
Sobic.002G198801	Zm00001d020435	
Sobic.002G198900	Zm00001d020436	
Sobic.002G199000	Zm00001d020437	
Sobic.002G199100	Zm00001d020438	
Sobic.002G199200		
Sobic.002G199300		
Sobic.002G199400	Zm00001d020441	
Sobic.002G199500		Zm00001d005766
Sobic.002G199650	Zm00001d020442	
Sobic.002G199800		
Sobic.002G199850		
Sobic.002G199900	Zm00001d020443	
Sobic.002G200000		Zm00001d005765
Sobic.002G200100	Zm00001d020444	
Sobic.002G200200	Zm00001d020445	
Sobic.002G200300	Zm00001d020446	
Sobic.002G200400		
Sobic.002G200500	Zm00001d020448	
Sobic.002G200600	Zm00001d020450	
Sobic.002G200700	Zm00001d020454	Zm00001d005764
Sobic.002G200900		Zm00001d005762
Sobic.002G201000	Zm00001d020457	Zm00001d005760
Sobic.002G201100	Zm00001d020459	
Sobic.002G201200		
Sobic.002G201300		
Sobic.002G201400	Zm00001d020460	Zm00001d005757
Sobic.002G201500		
Sobic.002G201600	Zm00001d020461	
Sobic.002G201700		Zm00001d005756
Sobic.002G201800		
Sobic.002G201900	Zm00001d020463	
Sobic.002G201950		
Sobic.002G202000	Zm00001d020476	Zm00001d005754
Sobic.002G202050		
Sobic.002G202100	Zm00001d020470	Zm00001d005752
Sobic.002G202300	Zm00001d020485	Zm00001d005751
Sobic.002G202200		
Sobic.002G202350		
Sobic.002G202400	Zm00001d020486	
Sobic.002G202500	Zm00001d020487	
Sobic.002G202600	Zm00001d020490	Zm00001d005750
Sobic.002G202700	Zm00001d020492	Zm00001d005749
Sobic.002G202750		
Sobic.002G202800	Zm00001d020495	
Sobic.002G203000	Zm00001d020496	Zm00001d005748
Sobic.002G203050		
Sobic.002G203100	Zm00001d020497	
Sobic.002G203200		
Sobic.002G203300	Zm00001d020500	
Sobic.002G203401		
Sobic.002G203500	Zm00001d020501	
Sobic.002G203600	Zm00001d020502	
Sobic.002G203700	Zm00001d020503	
Sobic.002G203800		
Sobic.002G203900	Zm00001d020505	Zm00001d005767
Sobic.002G204000	Zm00001d020506	
Sobic.002G204100		
Sobic.002G204050		
Sobic.002G204200	Zm00001d020511	
Sobic.002G204300	Zm00001d020512	Zm00001d005769
Sobic.002G204350		
Sobic.002G204400	Zm00001d020515	
Sobic.002G204500		Zm00001d005770
Sobic.002G204600	Zm00001d020519	Zm00001d005772
Sobic.002G204700	Zm00001d020521	Zm00001d005773
Sobic.002G204800	Zm00001d020521	Zm00001d005773
Sobic.002G204900	Zm00001d020524	
Sobic.002G205000	Zm00001d020526	
Sobic.002G205100	Zm00001d020528	
Sobic.002G205201		
Sobic.002G205300	Zm00001d020530	
Sobic.002G205500	Zm00001d020531	Zm00001d005775
Sobic.002G205600	Zm00001d020532	
Sobic.002G205700		
Sobic.002G205800		
Sobic.002G205900	Zm00001d020533	Zm00001d005776
Sobic.002G206000	Zm00001d020535	
Sobic.002G206100	Zm00001d020536	
Sobic.002G206200	Zm00001d020537	
Sobic.002G206300	Zm00001d020538	
Sobic.002G206400	Zm00001d020540	
Sobic.002G206500	Zm00001d020541	
Sobic.002G206600		Zm00001d005780
Sobic.002G206700	Zm00001d020543	
Sobic.002G206750	Zm00001d020544	
Sobic.002G206800	Zm00001d020549	
Sobic.002G206900		Zm00001d005781
Sobic.002G207000	Zm00001d020550	
Sobic.002G207100		
Sobic.002G207200	Zm00001d020551	
Sobic.002G207300	Zm00001d020552	
Sobic.002G207400	Zm00001d020555	
Sobic.002G207500	Zm00001d020556	
Sobic.002G207601		
Sobic.002G207700	Zm00001d020556	
Sobic.002G207900	Zm00001d020557	
Sobic.002G208000	Zm00001d020558	
Sobic.002G208200	Zm00001d020560	
Sobic.002G208400	Zm00001d020561	
Sobic.002G208301		
Sobic.002G208500		
Sobic.002G208700		
Sobic.002G208800		
Sobic.002G208850		
Sobic.002G208900	Zm00001d020563	
Sobic.002G209000		
Sobic.002G209100		Zm00001d005782
Sobic.002G209200	Zm00001d020568	Zm00001d005783
Sobic.002G209300	Zm00001d020569	Zm00001d005784
Sobic.002G209400	Zm00001d020571	
Sobic.002G209450		
Sobic.002G209500		
Sobic.002G209600		Zm00001d005785
Sobic.002G209800	Zm00001d020573	Zm00001d005787
Sobic.002G209900	Zm00001d020577	Zm00001d005788
Sobic.002G210100	Zm00001d020578	
Sobic.002G210150		
Sobic.002G210200	Zm00001d020580	Zm00001d005789
Sobic.002G210300	Zm00001d020583	Zm00001d005790
Sobic.002G210401	Zm00001d020583	Zm00001d005790
Sobic.002G210500	Zm00001d020584	Zm00001d005791
Sobic.002G210700	Zm00001d020586	Zm00001d005792
Sobic.002G210800		
Sobic.002G210901		
Sobic.002G211000	Zm00001d020589	
Sobic.002G211200		
Sobic.002G211300	Zm00001d020590	
Sobic.002G211400		
Sobic.002G211501	Zm00001d020591	
Sobic.002G211600		
Sobic.002G211700	Zm00001d020592	Zm00001d005793
Sobic.002G211800	Zm00001d020593	Zm00001d005794
Sobic.002G211900		Zm00001d005795
Sobic.002G212000	Zm00001d020595	Zm00001d005798
Sobic.002G212100		
Sobic.002G212200		
Sobic.002G212300		
Sobic.002G212400		
Sobic.002G212500		
Sobic.002G212601		
Sobic.002G212700		
Sobic.002G212800		
Sobic.002G212900		
Sobic.002G213000		
Sobic.002G213050		
Sobic.002G213100		
Sobic.002G213200		Zm00001d005799
Sobic.002G213300	Zm00001d020602	
Sobic.002G213400	Zm00001d020603	
Sobic.002G213500	Zm00001d020605	Zm00001d005802
Sobic.002G213600	Zm00001d020606	Zm00001d005803
Sobic.002G213701		
Sobic.002G213800	Zm00001d020607	Zm00001d005804
Sobic.002G213900		
Sobic.002G214000		
Sobic.002G214200	Zm00001d020609	
Sobic.002G214300	Zm00001d020610	Zm00001d005807
Sobic.002G214400	Zm00001d020612	Zm00001d005808
Sobic.002G214500	Zm00001d020613	Zm00001d005811
Sobic.002G214600		Zm00001d005812
Sobic.002G214700		Zm00001d005812
Sobic.002G214800	Zm00001d020614	Zm00001d005813
Sobic.002G214900	Zm00001d020615	
Sobic.002G215000		Zm00001d005814
Sobic.002G215100	Zm00001d020617	Zm00001d005816
Sobic.002G215200	Zm00001d020618	Zm00001d005817
Sobic.002G215300	Zm00001d020620	
Sobic.002G215600	Zm00001d020622	
Sobic.002G215700		Zm00001d005818
Sobic.002G215800	Zm00001d020623	Zm00001d005819
Sobic.002G215866	Zm00001d020626	
Sobic.002G215932		
Sobic.002G216000	Zm00001d020627	
Sobic.002G216100	Zm00001d020628	Zm00001d005822
Sobic.002G216200	Zm00001d020628	Zm00001d005823
Sobic.002G216250		
Sobic.002G216300		
Sobic.002G216400	Zm00001d020628	Zm00001d005823
Sobic.002G216500	Zm00001d020628	Zm00001d005823
Sobic.002G216600	Zm00001d020629	Zm00001d005824
Sobic.002G216650		
Sobic.002G216700		
Sobic.002G216801		
Sobic.002G216900		
Sobic.002G217000		
Sobic.002G217100	Zm00001d020631	
Sobic.002G217133		
Sobic.002G217166		
Sobic.002G217200	Zm00001d020636	Zm00001d005828
Sobic.002G217300	Zm00001d020638	
Sobic.002G217400	Zm00001d020639	Zm00001d005826
Sobic.002G217500		
Sobic.002G217600	Zm00001d020640	
Sobic.002G217700	Zm00001d020643	
Sobic.002G217800		
Sobic.002G217900		
Sobic.002G218000	Zm00001d020644	
Sobic.002G218100		
Sobic.002G218200		Zm00001d005829
Sobic.002G218300	Zm00001d020646	Zm00001d005830
Sobic.002G218350		
Sobic.002G218400		
Sobic.002G218500	Zm00001d020647	Zm00001d005831
Sobic.002G218600	Zm00001d020650	Zm00001d005833
Sobic.002G218700		Zm00001d005834
Sobic.002G218800		
Sobic.002G218900	Zm00001d020651	
Sobic.002G219000	Zm00001d020652	
Sobic.002G219100		
Sobic.002G219200	Zm00001d020652	
Sobic.002G219300	Zm00001d020653	Zm00001d005837
Sobic.002G219333		
Sobic.002G219366		
Sobic.002G219400	Zm00001d020655	
Sobic.002G219500	Zm00001d020656	
Sobic.002G219600	Zm00001d020657	
Sobic.002G219700	Zm00001d020658	
Sobic.002G219800	Zm00001d020659	
Sobic.002G219900	Zm00001d020664	
Sobic.002G220000		Zm00001d005878
Sobic.002G220100		
Sobic.002G220200	Zm00001d020669	
Sobic.002G220300	Zm00001d020670	Zm00001d005875
Sobic.002G220400		
Sobic.002G220500	Zm00001d020673	
Sobic.002G220600	Zm00001d020674	
Sobic.002G220700	Zm00001d020675	Zm00001d005874
Sobic.002G220800		
Sobic.002G220900	Zm00001d020679	
Sobic.002G221000	Zm00001d020680	
Sobic.002G221100	Zm00001d020681	Zm00001d005873
Sobic.002G221200		
Sobic.002G221300		
Sobic.002G221400	Zm00001d020683	Zm00001d005871
Sobic.002G221450		
Sobic.002G221500		Zm00001d005869
Sobic.002G221600	Zm00001d020684	
Sobic.002G221700	Zm00001d020685	
Sobic.002G221800		Zm00001d005867
Sobic.002G221900	Zm00001d020686	
Sobic.002G222000		
Sobic.002G222200	Zm00001d020687	Zm00001d005866
Sobic.002G222300	Zm00001d020688	Zm00001d005865
Sobic.002G222400		Zm00001d005864
Sobic.002G222500	Zm00001d020691	
Sobic.002G222600		Zm00001d005860
Sobic.002G222700		Zm00001d005859
Sobic.002G222800	Zm00001d020692	
Sobic.002G222900		Zm00001d005858
Sobic.002G223000		Zm00001d005857
Sobic.002G223050		
Sobic.002G223100		
Sobic.002G223200	Zm00001d020694	
Sobic.002G223300	Zm00001d020695	Zm00001d005856
Sobic.002G223401		Zm00001d005851
Sobic.002G223500	Zm00001d020696	
Sobic.002G223550		
Sobic.002G223600	Zm00001d020697	Zm00001d005849
Sobic.002G223650		
Sobic.002G223700		Zm00001d005848
Sobic.002G223800		Zm00001d005847
Sobic.002G223900		Zm00001d005846
Sobic.002G224000		Zm00001d005844
Sobic.002G224100	Zm00001d020702	
Sobic.002G224200	Zm00001d020704	Zm00001d005843
Sobic.002G224300		
Sobic.002G224400	Zm00001d020703	
Sobic.002G224450		
Sobic.002G224500	Zm00001d020705	Zm00001d005841
Sobic.002G224700	Zm00001d020706	
Sobic.002G224800	Zm00001d020707	
Sobic.002G224900	Zm00001d020740	
Sobic.002G225000	Zm00001d020708	Zm00001d005881
Sobic.002G225100	Zm00001d020711	Zm00001d005884
Sobic.002G225200	Zm00001d020713	Zm00001d005885
Sobic.002G225300	Zm00001d020714	Zm00001d005888
Sobic.002G225400	Zm00001d020717	Zm00001d005889
Sobic.002G225500		
Sobic.002G225600		Zm00001d005890
Sobic.002G225650		Zm00001d005890
Sobic.002G225700		Zm00001d005892
Sobic.002G225800	Zm00001d020719	Zm00001d005893
Sobic.002G225900	Zm00001d020721	
Sobic.002G226000		Zm00001d005894
Sobic.002G226100		Zm00001d005894
Sobic.002G226200		
Sobic.002G226300	Zm00001d020722	
Sobic.002G226400		Zm00001d005895
Sobic.002G226500	Zm00001d020723	Zm00001d005897
Sobic.002G226600		
Sobic.002G226700	Zm00001d020725	
Sobic.002G226800	Zm00001d020726	
Sobic.002G226900	Zm00001d020727	
Sobic.002G227000	Zm00001d020728	
Sobic.002G227100		
Sobic.002G227200		Zm00001d005899
Sobic.002G227300	Zm00001d020731	Zm00001d005901
Sobic.002G227400		
Sobic.002G227500		Zm00001d005902
Sobic.002G227700	Zm00001d020732	Zm00001d005905
Sobic.002G227800	Zm00001d020732	
Sobic.002G227900	Zm00001d020736	Zm00001d005905
Sobic.002G228000	Zm00001d020737	
Sobic.002G228100	Zm00001d020740	
Sobic.002G228200		Zm00001d005909
Sobic.002G228300		
Sobic.002G228400	Zm00001d020741	Zm00001d005905
Sobic.002G228500		Zm00001d005910
Sobic.002G228600	Zm00001d020744	
Sobic.002G228700		Zm00001d005911
Sobic.002G228800	Zm00001d020746	
Sobic.002G228900	Zm00001d020748	Zm00001d005912
Sobic.002G229000	Zm00001d020750	
Sobic.002G229100	Zm00001d020751	
Sobic.002G229200		
Sobic.002G229250		
Sobic.002G229300	Zm00001d020752	Zm00001d005913
Sobic.002G229400	Zm00001d020754	Zm00001d005913
Sobic.002G229500		
Sobic.002G229600		
Sobic.002G229650		
Sobic.002G229700	Zm00001d020755	Zm00001d005917
Sobic.002G229800	Zm00001d020757	Zm00001d005918
Sobic.002G229900	Zm00001d020762	
Sobic.002G230000	Zm00001d020763	Zm00001d005919
Sobic.002G230100	Zm00001d020764	Zm00001d005920
Sobic.002G230201		
Sobic.002G230301	Zm00001d020768	Zm00001d005923
Sobic.002G230400	Zm00001d020769	
Sobic.002G230500	Zm00001d020770	Zm00001d005924
Sobic.002G230600	Zm00001d020771	Zm00001d005925
Sobic.002G230700		
Sobic.002G230800		Zm00001d005926
Sobic.002G230900	Zm00001d020772	Zm00001d005928
Sobic.002G231000	Zm00001d020773	
Sobic.002G231100	Zm00001d020774	Zm00001d005931
Sobic.002G231200	Zm00001d020775	
Sobic.002G231300	Zm00001d020776	
Sobic.002G231400		
Sobic.002G231500	Zm00001d020779	
Sobic.002G231600	Zm00001d020780	
Sobic.002G231700		
Sobic.002G231800	Zm00001d020781	Zm00001d005933
Sobic.002G231900	Zm00001d020781	Zm00001d005934
Sobic.002G232100	Zm00001d020781	Zm00001d005934
Sobic.002G232200		
Sobic.002G232300	Zm00001d020782	
Sobic.002G232400	Zm00001d020783	
Sobic.002G232500		
Sobic.002G232600		
Sobic.002G232700	Zm00001d020787	
Sobic.002G232800	Zm00001d020789	Zm00001d005936
Sobic.002G232900	Zm00001d020790	Zm00001d005939
Sobic.002G233000	Zm00001d020791	Zm00001d005940
Sobic.002G233100		Zm00001d005944
Sobic.002G233200	Zm00001d020794	
Sobic.002G233300	Zm00001d020793	
Sobic.002G233400	Zm00001d020794	
Sobic.002G233500	Zm00001d020794	
Sobic.002G233600	Zm00001d020799	Zm00001d005949
Sobic.002G233700	Zm00001d020803	Zm00001d005950
Sobic.002G233800	Zm00001d020804	Zm00001d005951
Sobic.002G233900	Zm00001d020807	Zm00001d005957
Sobic.002G234000		
Sobic.002G234100		
Sobic.002G234200	Zm00001d020808	
Sobic.002G234300	Zm00001d020810	
Sobic.002G234400	Zm00001d020811	
Sobic.002G234500		
Sobic.002G234600		Zm00001d005958
Sobic.002G234700		Zm00001d005959
Sobic.002G234800		
Sobic.002G234900		
Sobic.002G235000	Zm00001d020820	
Sobic.002G235200	Zm00001d020821	
Sobic.002G235300		Zm00001d005961
Sobic.002G235400		
Sobic.002G235500	Zm00001d020823	Zm00001d005962
Sobic.002G235600	Zm00001d020825	
Sobic.002G235700	Zm00001d020826	Zm00001d005964
Sobic.002G235800		Zm00001d005965
Sobic.002G235900	Zm00001d020828	Zm00001d005966
Sobic.002G236000		
Sobic.002G236100		
Sobic.002G236200		Zm00001d005969
Sobic.002G236300		
Sobic.002G236400		
Sobic.002G236500	Zm00001d020835	
Sobic.002G236600	Zm00001d020837	Zm00001d005970
Sobic.002G236700	Zm00001d020838	
Sobic.002G236800	Zm00001d020839	
Sobic.002G236900		
Sobic.002G237000	Zm00001d020840	Zm00001d005971
Sobic.002G237100	Zm00001d020843	
Sobic.002G237200	Zm00001d020845	
Sobic.002G237400	Zm00001d020845	
Sobic.002G237500	Zm00001d020850	
Sobic.002G237600		
Sobic.002G237700	Zm00001d020851	
Sobic.002G237750		
Sobic.002G237800		
Sobic.002G237900	Zm00001d020852	
Sobic.002G238000	Zm00001d020853	
Sobic.002G238100	Zm00001d020857	Zm00001d005974
Sobic.002G238200	Zm00001d020857	Zm00001d005974
Sobic.002G238300	Zm00001d020852	
Sobic.002G238400		Zm00001d005975
Sobic.002G238500	Zm00001d020858	Zm00001d005976
Sobic.002G238600		Zm00001d005977
Sobic.002G238700		Zm00001d005977
Sobic.002G238800		
Sobic.002G238900		
Sobic.002G239000		
Sobic.002G239101		
Sobic.002G239200	Zm00001d020861	Zm00001d005978
Sobic.002G239300		Zm00001d005980
Sobic.002G239400		
Sobic.002G239450		
Sobic.002G239500		
Sobic.002G239601		
Sobic.002G239700	Zm00001d020862	Zm00001d005986
Sobic.002G239800		
Sobic.002G239900	Zm00001d020863	
Sobic.002G240000	Zm00001d020863	
Sobic.002G240100	Zm00001d020864	
Sobic.002G240200	Zm00001d020863	
Sobic.002G240300	Zm00001d020863	
Sobic.002G240400		
Sobic.002G240500		
Sobic.002G240700	Zm00001d020867	
Sobic.002G240800	Zm00001d020869	
Sobic.002G240900	Zm00001d020870	
Sobic.002G241000	Zm00001d020871	Zm00001d005984
Sobic.002G241100		Zm00001d005981
Sobic.002G241250		
Sobic.002G241400	Zm00001d020872	Zm00001d005989
Sobic.002G241500	Zm00001d020874	Zm00001d005993
Sobic.002G241600		
Sobic.002G241700		Zm00001d005995
Sobic.002G241900	Zm00001d020876	
Sobic.002G242000	Zm00001d020877	Zm00001d005996
Sobic.002G242100	Zm00001d020878	
Sobic.002G242200	Zm00001d020879	Zm00001d005997
Sobic.002G242300		Zm00001d005998
Sobic.002G242400		Zm00001d006000
Sobic.002G242500	Zm00001d020881	Zm00001d006001
Sobic.002G242600		Zm00001d006002
Sobic.002G242650		
Sobic.002G242700		
Sobic.002G242800	Zm00001d020882	
Sobic.002G242900	Zm00001d020886	
Sobic.002G243000	Zm00001d020887	
Sobic.002G243100	Zm00001d020888	
Sobic.002G243200	Zm00001d020898	Zm00001d006008
Sobic.002G243300		
Sobic.002G243400	Zm00001d020892	
Sobic.002G243500	Zm00001d020898	Zm00001d006008
Sobic.002G243650	Zm00001d020900	
Sobic.002G243800	Zm00001d020901	
Sobic.002G243900		
Sobic.002G244100	Zm00001d020902	
Sobic.002G244200		
Sobic.002G244300	Zm00001d020903	Zm00001d006009
Sobic.002G244400		
Sobic.002G244500	Zm00001d020908	
Sobic.002G244600		
Sobic.002G244700	Zm00001d020909	
Sobic.002G244800		
Sobic.002G244901		
Sobic.002G245000	Zm00001d020913	Zm00001d006011
Sobic.002G245100	Zm00001d020915	
Sobic.002G245200		
Sobic.002G245300	Zm00001d020921	
Sobic.002G245400	Zm00001d020921	
Sobic.002G245500	Zm00001d020923	
Sobic.002G245600		Zm00001d006013
Sobic.002G245700	Zm00001d020925	
Sobic.002G245800	Zm00001d020926	Zm00001d006016
Sobic.002G245900	Zm00001d020927	Zm00001d006017
Sobic.002G246000	Zm00001d020929	
Sobic.002G246100		
Sobic.002G246200	Zm00001d020930	
Sobic.002G246300		
Sobic.002G246400	Zm00001d020931	
Sobic.002G246500		Zm00001d006019
Sobic.002G246600	Zm00001d020932	Zm00001d006022
Sobic.002G246700	Zm00001d020935	
Sobic.002G246800		
Sobic.002G246900		Zm00001d006024
Sobic.002G246950		
Sobic.002G247000	Zm00001d020936	
Sobic.002G247100	Zm00001d020937	Zm00001d006025
Sobic.002G247200		Zm00001d006026
Sobic.002G247300	Zm00001d020938	Zm00001d006027
Sobic.002G247401		
Sobic.002G247500	Zm00001d020939	
Sobic.002G247600		
Sobic.002G247700	Zm00001d020940	
Sobic.002G247800	Zm00001d020941	Zm00001d006028
Sobic.002G247900		
Sobic.002G248001		
Sobic.002G248100		Zm00001d006029
Sobic.002G248201		
Sobic.002G248300	Zm00001d020944	
Sobic.002G248400	Zm00001d020946	Zm00001d006030
Sobic.002G248500		
Sobic.002G248600	Zm00001d020947	
Sobic.002G248700	Zm00001d020948	Zm00001d006031
Sobic.002G248800	Zm00001d020949	
Sobic.002G248900	Zm00001d020950	Zm00001d006032
Sobic.002G249000	Zm00001d020951	Zm00001d006034
Sobic.002G249101		
Sobic.002G249200	Zm00001d020953	
Sobic.002G249300	Zm00001d020953	
Sobic.002G249400	Zm00001d020953	
Sobic.002G249500	Zm00001d020954	
Sobic.002G249600	Zm00001d020955	
Sobic.002G249650		
Sobic.002G249700	Zm00001d020955	
Sobic.002G249800	Zm00001d020956	Zm00001d006036
Sobic.002G249900	Zm00001d020958	
Sobic.002G250000	Zm00001d020961	Zm00001d006037
Sobic.002G250100	Zm00001d020961	Zm00001d006037
Sobic.002G250200	Zm00001d020961	Zm00001d006037
Sobic.002G250300	Zm00001d020961	
Sobic.002G250400	Zm00001d020963	Zm00001d006040
Sobic.002G250550	Zm00001d020965	Zm00001d006041
Sobic.002G250700	Zm00001d020966	Zm00001d006042
Sobic.002G250800		
Sobic.002G250900	Zm00001d020967	
Sobic.002G251000	Zm00001d020968	
Sobic.002G251050		
Sobic.002G251100	Zm00001d020969	
Sobic.002G251200	Zm00001d020970	
Sobic.002G251300		Zm00001d006045
Sobic.002G251400	Zm00001d020971	
Sobic.002G251501		
Sobic.002G251600		
Sobic.002G251700		
Sobic.002G251800	Zm00001d020972	
Sobic.002G251900	Zm00001d020973	
Sobic.002G252000	Zm00001d020974	
Sobic.002G252100	Zm00001d020975	Zm00001d006046
Sobic.002G252200	Zm00001d020976	
Sobic.002G252300	Zm00001d020977	
Sobic.002G252400	Zm00001d020978	
Sobic.002G252500	Zm00001d020980	
Sobic.002G252600		Zm00001d006049
Sobic.002G252700		Zm00001d006050
Sobic.002G252800		Zm00001d006051
Sobic.002G252900		Zm00001d006052
Sobic.002G253000	Zm00001d020982	Zm00001d006053
Sobic.002G253100	Zm00001d020983	
Sobic.002G253200		Zm00001d006054
Sobic.002G253300		
Sobic.002G253400	Zm00001d020984	
Sobic.002G253500	Zm00001d020984	
Sobic.002G253600		Zm00001d006055
Sobic.002G253800	Zm00001d020985	
Sobic.002G253900	Zm00001d020986	Zm00001d006057
Sobic.002G254000	Zm00001d021001	
Sobic.002G254100		
Sobic.002G254200	Zm00001d021006	Zm00001d006059
Sobic.002G254250		
Sobic.002G254300	Zm00001d021010	Zm00001d006060
Sobic.002G254500		Zm00001d006061
Sobic.002G254600	Zm00001d021011	
Sobic.002G254650		
Sobic.002G254700	Zm00001d021014	Zm00001d006063
Sobic.002G254800	Zm00001d021015	
Sobic.002G254900	Zm00001d021016	
Sobic.002G255000	Zm00001d021017	
Sobic.002G255100	Zm00001d021018	Zm00001d006064
Sobic.002G255200	Zm00001d021019	Zm00001d006065
Sobic.002G255300	Zm00001d021020	Zm00001d006064
Sobic.002G255400	Zm00001d021021	
Sobic.002G255500	Zm00001d021023	Zm00001d006066
Sobic.002G255600	Zm00001d021024	
Sobic.002G255700	Zm00001d021025	Zm00001d006069
Sobic.002G255800		
Sobic.002G255901		
Sobic.002G256000	Zm00001d021025	Zm00001d006069
Sobic.002G256100	Zm00001d021026	
Sobic.002G256200	Zm00001d021031	
Sobic.002G256250		
Sobic.002G256300	Zm00001d021032	Zm00001d006070
Sobic.002G256400	Zm00001d021035	Zm00001d006071
Sobic.002G256500	Zm00001d021036	
Sobic.002G256601	Zm00001d021038	Zm00001d006078
Sobic.002G256700		Zm00001d006079
Sobic.002G256800	Zm00001d021046	Zm00001d006080
Sobic.002G256900	Zm00001d021046	Zm00001d006080
Sobic.002G257001		Zm00001d006082
Sobic.002G257100	Zm00001d021047	
Sobic.002G257150		
Sobic.002G257200		Zm00001d006084
Sobic.002G257300	Zm00001d021050	
Sobic.002G257400	Zm00001d021051	Zm00001d006085
Sobic.002G257500		Zm00001d006089
Sobic.002G257600	Zm00001d021053	
Sobic.002G257750	Zm00001d021054	Zm00001d006090
Sobic.002G257900	Zm00001d021056	Zm00001d006091
Sobic.002G258000	Zm00001d021057	Zm00001d006094
Sobic.002G258100	Zm00001d021058	Zm00001d006096
Sobic.002G258200		
Sobic.002G258300		Zm00001d006097
Sobic.002G258400		Zm00001d006098
Sobic.002G258500	Zm00001d021059	
Sobic.002G258600	Zm00001d021060	Zm00001d006099
Sobic.002G258700		
Sobic.002G258800	Zm00001d021061	Zm00001d006100
Sobic.002G258900	Zm00001d021062	Zm00001d006101
Sobic.002G259000	Zm00001d021061	Zm00001d006100
Sobic.002G259100	Zm00001d021062	Zm00001d006101
Sobic.002G259200	Zm00001d021063	
Sobic.002G259301	Zm00001d021064	
Sobic.002G259400	Zm00001d021065	Zm00001d006102
Sobic.002G259466		
Sobic.002G259532		
Sobic.002G259600	Zm00001d021069	Zm00001d006106
Sobic.002G259700	Zm00001d021070	Zm00001d006107
Sobic.002G259800	Zm00001d021071	Zm00001d006108
Sobic.002G259900	Zm00001d021072	
Sobic.002G260000	Zm00001d021073	
Sobic.002G260100		
Sobic.002G260200		Zm00001d006109
Sobic.002G260300		
Sobic.002G260400	Zm00001d021084	
Sobic.002G260500		
Sobic.002G260600	Zm00001d021086	Zm00001d006110
Sobic.002G260700	Zm00001d021087	
Sobic.002G260800	Zm00001d021089	
